WELCOME SUBMITTERS and THANK YOU! Please add newly discovered CDs with Pre-Emphasis to the top or bottom rows of the table.  An Editor will review your submission.,,,,,,,,,,,,,,,,,,,,,,,,,
Contents of this table courtesy of many dedicated CD music fans & members at Steve Hoffman forum,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,ARTIST,RELEASE TITLE,LABEL,CATALOG ID#,CTRY MFR,CTRY MKT,MFR,MATRIX,PE FLAG,Submitter,NOTES,Discogs URL,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,Willie Nelson,Angel Eyes,CBS/Sony,35DP 150,,,,35DP-150 11A3 +++++,,jfeldt,"JASRAC 3/4 black face,  inner ring: CSR COMPACT DISC 3x",,,,,,,,,,,,,,
add >,(Compilation),Reference Classics,Reference Recordings,RR-S1CD,,,"DISC MFG, INC.","W.O. # 20000T-3 RR S1CD DISC MFG., INC. (A1)",SUBQ,jfeldt,only track 8 and 20 have PE,,,,,,,,,,,,,,
add >,The Chick Corea Elektric Band,Eye of the Beholder,GRP Digital,VDJ-1146,,,Victor Musical Industries Inc,VDJ-1146-1 A1C 2 tetris blocks,SUBQ,jfeldt,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
add >,,,,,,,,,,,,,,,,,,,,,,,,,
,Chiemi Hori,Lonely Universe,Canyon Records,D32A0091,,,,D32A-0091 11A2 +++++,SUBQ,Downsampled,"1985 Canyon Records, D32A0091, matrix D32A-0091 11A2 +++++, 3x CSR COMPACT DISC stamped in matrix (SUBQ)",,,,,,,,,,,,,,
,China Crisis,Working With Fire And Steel,,CDV2286,,,,,TOC,,,,,,,,,,,,,,,,
,Christina Högman & Jakob Lindberg,"Faire, Sweet & Cruell, Elizabethan Songs",BIS,CD-257,WG,US,PolyGram,BIS-CD-257 2893 986 01 #,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Christopher Page,"Hildegard, A Feather on the Breath of God",Hyperion,CDA66039,UK,EU,Disctec,CDA 66039 01 .,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Chuck Corea Akoustic Band,Alive,GRP,GRD-9627,US,,,5 GRD 9627-2 SRC=01 M1S2,TOC,drallim,,,,,,,,,,,,,,,
,Chuck Corea Akoustic Band,Alive,GRP,GRD-9627,,,,ICM K120401 9627 1 1 3 1 4 7 9,SUBQ,drallim,,,,,,,,,,,,,,,
,Chuck Corea Akoustic Band,S/T,GRP,GRP-9582-2,CH,,,ICM I012616 9582 1 1 2 7 5 2 9,TOC,Amateurish,,,,,,,,,,,,,,,
,Clannad,Legend,RCA,PD70188,,,,,Unknown,Downsampled,RCA PD70188 - Made in W. Germany,,,,,,,,,,,,,,
,Cliff Sarde,Honest & True,ProJazz,CDJ 685,,,Disctronics,,TOC,Downsampled,"1989, ProJazz CDJ 685, matrix MADE BY DISCTRONICS (H) W. O. 11761-1 CDJ685 flagged in TOC",,,,,,,,,,,,,,
,Clifford Jordan Quartet,"""Repetition""",Soul Note,SN 1084 CD,FR,,,SN 1084 MPO 03,TOC,SimonSaysCake,COMPACT DISC MPO FRANCE 12,,,,,,,,,,,,,,
,Coil,Horse Rotorvator,,,,,,,Unknown,Downsampled,ROTA CD1,,,,,,,,,,,,,,
,Cosmos & Their L.A. Friends,Session V,Yamaha,YCD8501,,,,,Unknown,earshot,1985.0,,,,,,,,,,,,,,
,Count Basie,Basie in Europe,,LRC C38-7481,JP,JP,Denon,,SUBQ,,,,,,,,,,,,,,,,
,Count Basie & His Orchestra,Basie in Europe,Lester Recording Catalog; Denon,C38-7481,JP,JP,Denon,33C38-7481 1A3 57 8,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Czech Philharmonic Orchestra/Sir Charles Mackerras,Janáček Glagolitic Mass,,33C37-7448,,,,,SUBQ,Downsampled,"33C37-7448, C37-7448, 1A8 5Z matrix (SUBQ)",,,,,,,,,,,,,,
,Dan Fogelberg,Phoenix,Full Moon/Epic,EK 35634,US,US,,DIDP 20037 12,Unknown,Downsampled,Full Moon/Epic EK 35634 / DIDP 020037 - Manufactured In U.S.A. / Matrix DIDP 20037 12,,,,,,,,,,,,,,
,Dan Fogelberg,Phoenix,Full Moon/Epic,EK 35634,JP,,Sony,DIDP 20037 21A2,SUBQ,Downsampled,"Full Moon/Epic EK 35634 - Made in Japan - Manufactured by CBS/Sony Records, Inc. in clear hub - matrix DIDP 20037 21A2",,,,,,,,,,,,,,
,Dan Fogelberg,Souvenirs,Full Moon/Epic,EK 33137,JP,,,DIDP-20045 21A1 +++++,Unknown,Downsampled,Full Moon/Epic EK 33137 - Made in Japan - matrix DIDP-20045 21A1 +++++,,,,,,,,,,,,,,
,Daniel Barenboim,"Schubert, Symphonies Nos. 2 & 8",CBS Masterworks,"MK 39676, DIDC 20191",US,US,DADC,DIDC 20191 11A3,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Dave Grusin,Discovered Again,Sheffield Lab,CD-5,JP,US,JVC,CD 5 1,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Deep Purple,Machine Head,EMI,CDP 7 46242 2,UK,,,,Unknown,,,,,,,,,,,,,,,,
,Depeche Mode,A Broken Frame,Vogue,,FR,,MPO,,TOC,Downsampled,Vogue MPO France #03 Barcode-0 743211 250221. PE may be limited to only French manufactures as I haven't run across any others that do. (TOC),,,,,,,,,,,,,,
,Depeche Mode,Construction Time Again,Mute,INT. 846.807,DE,,,INT 846807 2893 285 02,SUBQ,Downsampled,"W.German Mute INT. 846.807, Dark Stripe Silver Hub-Matrix INT 846807 2893 285 02 (SUBQ)",https://www.discogs.com/release/407635-Depeche-Mode-Construction-Time-Again,,,,,,,,,,,,,
,Dezső Ránki,Plays Franz Liszt,Denon,C37-7547,JP,JP,Denon,C37-7547 1A1 57,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Dice of Dixie Crew,1st Throw,Inak,inak 811 CD,JP,US,Sanyo,INAK 811 409262,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Duo Crommelynck,"Brahms, Hungarian Dances for Piano Duet, WoO 1",Pavane,ADWC7042,JP,US,Sony,ADMC-7042 21A1,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,"Earth, Wind & Fire",Powerlight,CBS,CDCBS 25120,JP,EU,,,Unknown,Downsampled,"CBS CDCBS 25120, Made in Japan for Europe, 35DP-44 in matrix",,,,,,,,,,,,,,
,"Earth, Wind & Fire",Powerlight,CBS/Sony,35DP 44,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,"Earth, Wind & Fire",Raise!,CBS,CDCBS 85272,JP,EU,,,Unknown,Downsampled,"CBS CDCBS 85272, Made in Japan for Europe, 35DP-15 in matrix",,,,,,,,,,,,,,
,"Earth, Wind & Fire",Raise!,CBS; Columbia,"CK 37548, DIDP 50015",JP,US,Sony,35DP-15 21A2,SUBQ,Blue Gecko,Neat Font Reverse--Sony Hub,,,,,,,,,,,,,,
,"Earth, Wind & Fire",Raise!,,35DP 15,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Eiji Kitamura,"Swingin' Age, Part 1",AB Sound,"ABS5001, R800052",JP,JP,Sanyo,ABS 5001 311171,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Eikichi Yazawa,Yazawa,Warner-Pioneer,32XL-97,,,,32XL-97 11A6 +++++,SUBQ,Downsampled,"first released 1981 on LP, this is first CD issue - Warner-Pioneer 32XL-97, from 1985, matrix 32XL-97 11A6 +++++) (SUBQ)",,,,,,,,,,,,,,
,Electric Light Orchestra,Discovery,Jet,35DP 24,JP,JP,,,Unknown,Downsampled,"35DP 24 / Austria, epic 450083 2/ JET-500 11 / Jet ZK 35769 Japan",,,,,,,,,,,,,,
,Electric Light Orchestra,Discovery,,ZK35769,JP,US,,,SUBQ,Downsampled,Japan For US 35DP ZK35769 (SUBQ),,,,,,,,,,,,,,
,Electric Light Orchestra,Discovery,,JET200,,,,,TOC,Downsampled,"Austria ""Two Originals"" Fatboy box - JET200 in the matrix TOC",,,,,,,,,,,,,,
,Electric Light Orchestra,Discovery,,CSCS 6006,,,,,SUBQ,Downsampled,"CSCS 6006, same peaks as 35DP (SUBQ)",,,,,,,,,,,,,,
,Electric Light Orchestra,Secret Messages,,35DP 72,,,,,Unknown,Downsampled,35DP 72 / ZK38490,,,,,,,,,,,,,,
,Electric Light Orchestra,Secret Messages,Epic,462487 2,,,DADC,,Unknown,Downsampled,"DADC Austria Blue Stripe Epic 462487 2 JET-527 Matrix (TOC). For Secret Messages, all Pre-Remaster pressings carry it except for the Japan CSCS",,,,,,,,,,,,,,
,Eliahu Inbal,"Mahler - ""Sym. No. 4""",Denon,C37-7952,JP,,Denon,C37-7952 1a18 81 2,SUBQ,SimonSaysCake,Dot matrix font,https://www.discogs.com/release/11050937-Gustav-Mahler-Frankfurt-Radio-Symphony-Orchestra-Helen-Donath-Eliahu-Inbal-Symphony-No-4,,,,,,,,,,,,,
,Eliahu Inbal,"Mahler, Symphony No. 8",Denon,CO-1564,JP,US,Denon,CO-1564 1D1 C 01 22 24,SUBQ,Blue Gecko,Matrix,,,,,,,,,,,,,,
,Eliahu Inbal / Frankfurt Radio Symphony Orchestra,"Mahler: Symphonies 1-10, Das Lied von der Erde",Brilliant,92005.0,,,Denon,,Unknown,drh,"15 CDs, All have PE except syms. 7 and 8 and Das Lied",,,,,,,,,,,,,,
,"Emma Kirkby, Christopher Page","Gothic Voices with Emma Kirkby, Christopher Page, Sequences and Hymns by Abbess Hildegard of Bingen",Hyperion,CDA66039,,,,,Unknown,drh,rec. 14 Sept. 1981,,,,,,,,,,,,,,
,Eri Ohno,Easy to Love,Denon; Interface,38C38-7085,JP,JP,Denon,7085 A-11,SUBQ,Blue Gecko,Small Stamped Font,,,,,,,,,,,,,,
,Eri Ohno,"Eri, My Dear",Denon,38C38-7016,JP,JP,Denon,7016 A-12,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Fattburger,One of a Kind,Bellaphon; Optimism,GBJCD2001,FR,EU,Lordisc Digipress,GBJCD 2001 02.,TOC,Blue Gecko,,,,,,,,,,,,,,,
,"Felicity Lott, Graham Johnson",piano - Felicity Lott Sings Schubert,IMP Classics,PCD 2016,,,,,Unknown,drh,rec. 6 and 7 Feb. 1988,,,,,,,,,,,,,,
,Fiction Factory,Throw The Warped Wheel Out,Columbia/Rewind,480523 2,UK,,,,Unknown,Theadmans,,,,,,,,,,,,,,,
,"Flock Of Seagulls, A",A Flock Of Seagulls,Jive/Arista,JRCD 8011,JP,,,,Unknown,Downsampled,Jive/RCA US 1007-2-J; Jive/Arista JRCD 8011 - Made in Japan,,,,,,,,,,,,,,
,"Flock Of Seagulls, A",S/T,Jive/RCA,1007-2-J,US,US,Disctronics,W.O. 14706-1 10072J,TOC,jaynyc,,,,,,,,,,,,,,,
,Freddie Hubbard,Back to Birdland,RealTime,RT 3005,JP,US,Sanyo,RT 3005 305242,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Frida,Shine,Polar,POLCD 390,,,,,Unknown,,,,,,,,,,,,,,,,
,Fumi Hirano,Fumiのラムソング,Canyon,D32G0011,JP,JP,"Canyon Records, Inc.",,SUBQ,DiabloG,,https://www.discogs.com/release/16047556-%E5%B9%B3%E9%87%8E%E6%96%87-Fumi%E3%81%AE%E3%83%A9%E3%83%A0%E3%82%BD%E3%83%B3%E3%82%B0,,,,,,,,,,,,,
,Gazebo,Gazebo,,35DP 135,,,,,Unknown,Downsampled,35DP 135,,,,,,,,,,,,,,
,Gene Cossman,"Let's Got to the Movies, 'Flash Dance' and Other Favorites",Denon,38C32-7074,JP,JP,Denon,7074 A-2Z,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Generation Band,Soft Shoulder,Nautilus,"NR62, DIDZ 10013",JP,US,Sony,DIDZ-10013 31,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Genesis,Genesis,"Virgin, Charisma",GEN CD1,,,,☐ 814 287-2 01 ☐,SUBQ,jaynyc,"Cyan face CD, center hub aluminum, very large CDDA logo.",https://www.discogs.com/release/5078951-Genesis-Genesis,,,,,,,,,,,,,
,Genesis,Genesis,,,WG,,,,Unknown,Downsampled,WG Target and Vertigo 800 series CD's,,,,,,,,,,,,,,
,Genesis,Land of Confusion,Virgin,SNEG 3 12,,,,,Unknown,Downsampled,Single - Virgin SNEG 3 12,,,,,,,,,,,,,,
,Geoffrey Simon,Holst: The Planets London Symphony,,,,,,,TOC,Downsampled,LaserLight Tracks 1-7 (TOC),,,,,,,,,,,,,,
,George Duke,Guardian of the Light,Epic/Sony,35·8P 20,,,,35 8P 20 11A1,SUBQ,Downsampled,"1983, catalog 35 8P 20, Epic/Sony, Matrix: 35 8P 20 11A1 (SUBQ)",,,,,,,,,,,,,,
,George Yanagi,Vacancy,,35XL-8,,,,35XL-8 11A6 +++++,SUBQ,Downsampled,"rel. 1983, cat/no 35XL-8, matrix: 35XL-8 11A6 +++++ (SUBQ)",,,,,,,,,,,,,,
,George Yanagi & Rainy Wood,Woman And I... (Old Fashioned Love Songs),,35XL-34,,,Sony,35XL-34 11A2,Unknown,Downsampled,"cat/no 35XL-34, matrix 35XL-34 11A2, CSR",,,,,,,,,,,,,,
,Gigi D'Agostino,L'Amour Toujours II,,ZYX 20714-2,,,,,Unknown,Downsampled,ZYX 20714-2,,,,,,,,,,,,,,
,Glenn Gould,"Bach - ""The Goldberg Variations""",CBS Masterworks,MK 37779,JP,,,38DC-35 21C2,SUBQ,SimonSaysCake,"CSR COMPACT DISC"" x 3",,,,,,,,,,,,,,
,Glenn Gould,"Bach, The Goldberg Variations, BWV 988 (1981 recording)",CBS Masterworks,"MK 37779, DIDC 50035",JP,US,Sony,38DC-35 21,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Glenn Gould,"Bach, The Goldberg Variations, BWV 988 (1981 recording)",CBS Masterworks,"MK 37779, DIDC 50035",JP,US,Sony,38DC-35 71A3 +++++,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Glenn Gould,"Bach, The Goldberg Variations, BWV 988 (1981 recording)",CBS Masterworks,"MK 37779, DIDC 50035",JP,US,Sony,38DC-35 71A3 +++++,SUBQ,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,"Glenn Miller Orchestra, The","A Memorial for Glenn Miller, Volume 1",Accord,139201.0,FR,EU,MPO,MCD 139201 01 .,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Go-Go's,Talk Show,International Record Syndicate,35DP 146,JP,JP,Sony,,Unknown,Downsampled,35DP 146,,,,,,,,,,,,,,
,Go-Go's,Talk Show,CBS/Sony,CSCS 6047,JP,JP,Sony,,Unknown,Downsampled,CSCS 6047,,,,,,,,,,,,,,
,Graciela Susana,Adoro/La Reine De Saba,,CA35-1004,,,,CA35-1004-11 1A1,Unknown,Downsampled,"cat/no CA35-1004, matrix is CA35-1004-11 1A1",,,,,,,,,,,,,,
,Grant Johannesen,"Grieg, Piano Concerto & Peer Gynt Suites 1 & 2",MMG; Essex,MWCD 7121,JP,US,Daio Kosan,81.0,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Graziano Mandozzi,Bach Handel 300,Deutsche Grammophon,415 110-2,WG,EU,PolyGram,415 110-2 01 #,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Gregor Weichert,"Gregor Weichert- Schubert: Piano Sonatas D 845, 566, and 613",Accord,220542.0,,,,,Unknown,drh,rec. 1983,,,,,,,,,,,,,,
,Hans Otto,"Bach, The Grand Silbermann Organ in the Freiberg Cathedral",Denon,C37-7004,JP,JP,Denon,7004 A-1-2,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Harry James and His Big Band,The King James Version,Sheffield Lab,CD-3,JP,US,JVC,CD 3 2B,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,Harry Nilsson,Harry Nilsson's Greatest Hits,RCA,PD 89081,JP,EU,Denon,PD89081 A-2Y,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Heinz Balli,Organ Concert at the Stadtkirche St. Nikolaus,Denon,38C37-7068,JP,JP,Denon,7068 A-1X,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,"Heinz Holliger, Cincinnati Symphony Orchestra","Richard Strauss & Witold Lutoslawski - ""Oboe Concertii""","Japan Vox Cum Laude, MMG",MCD-10006,JP,,Matsushita,MCD-10006 2,SUBQ,,"MADE BY MATSUSHITA ELECTRIC IND.CO.LTD.Technics, UPC: 04716300062",,,,,,,,,,,,,,
,Heinz Rögner,"Schubert, Symphony No. 9 in C major, D. 944 'The Great'",Denon,38C37-7035,JP,JP,Denon,7035 A-25,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Helmuth Rilling,"Bach, Die Orgelmeisterwerke",Denon,38C37-7039,JP,JP,Denon,7039 A-15,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Helmuth Rilling,"Bach, Die Orgelmeisterwerke",Denon,38C37-7039,JP,,Denon,7039 A-15,Unknown,jfeldt,,,,,,,,,,,,,,,
,Herb Alpert,Rise,,38XB-6,JP,JP,Sony,,SUBQ,Downsampled,"A&M Records 38XB-6, 1st Japanese pressing with partial black design CSR. (SUBQ)",,,,,,,,,,,,,,
,Herbert Blomstedt,"Mozart, Symphonies Nos. 40 & 41 {V02}",Denon,38C37-7022,JP,JP,Denon,C37-7022 3C1 69,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,"Herbert Blomstedt, Staatskapelle Dresden","Bruckner - ""Sym. No. 7 in E Maj.""",Denon,38C37-7286,JP,,Denon,38C37-7286 1A3 51,SUBQ,SimonSaysCake,,,,,,,,,,,,,,,
,Herbie Hancock Trio,Herbie Hancock Trio with Ron Carter + Tony Williams,CBS; Sony,38DP 17,JP,JP,Sony,38DP-17-14 1A1,SUBQ,Blue Gecko,Neat Transitional Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,Hiroko Nakamura,Chopin Album,CBS; Sony,38DC 15,JP,JP,Sony,38DC-15-6 1A7,SUBQ,Blue Gecko,Neat Transitional Font Reverse--Blank Hub,,,,,,,,,,,,,,
,Hiroko Nakamura,"Mussorgsky, Pictures at an Exhibition",CBS; Sony,38DC 39,JP,JP,Sony,38DC-39-8 1A1,SUBQ,Blue Gecko,Crude Font Reverse--Blank Hub,,,,,,,,,,,,,,
,Holliger Wind Ensemble,"Handel, Trio Sonatas",Denon,38C37-7026,JP,JP,Denon,7026 A-12,SUBQ,Blue Gecko,Small Stamped Font,,,,,,,,,,,,,,
,Horenstein,Mahler Symphony No. 1,Unicorn-Kanchana,UKCD2012,UK,,PDO,UKCD2012 19832811 03,TOC,jfeldt,outer ring: IFPI L134 inner ring: IFPI 0450,,,,,,,,,,,,,,
,Howard Jones,Human's Lib,Elektra,9 60346-2,JP,US,,,TOC,Downsampled,Elektra 9 60346-2/WEA 2 40335-2 - Japan for US (TOC),,,,,,,,,,,,,,
,Howard Jones,Human's Lib,,,WG,,,,SUBQ,Downsampled,W.German Target #01 (SUBQ),,,,,,,,,,,,,,
,Huey Lewis and the News,Huey Lewis and the News,Chrysalis,CCD 1292,JP,,,,Unknown,Downsampled,Chrysalis CCD 1292 - Made in Japan,,,,,,,,,,,,,,
,Huguette Dreyfus,Bach: Works For Harpsicord,,38C37-7233,,,,,SUBQ,Downsampled,38C37-7233 [1984],,,,,,,,,,,,,,
,Huguette Dreyfus,"Couperin, Pièces de clavecin",Denon,38C37-7070,JP,JP,Denon,7070 A-1X,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Huguette Dreyfus,Scarlatti: 14 Sonatas,,,,,,,SUBQ,Downsampled,"Denon 38C37-7095, Japan [1984]",,,,,,,,,,,,,,
,"Human League, The",Dare!,Virgin,CDV 2192,,,,,TOC,Spaceboy,,,,,,,,,,,,,,,
,I Solisti Italiani,"Mendelssohn: Octet, String Symphonies 6 and 10",Denon,CO-73185,,,,,Unknown,drh,rec. July and October 1988,,,,,,,,,,,,,,
,I Solisti Italiani,"Vivaldi: 12 Concerti, Op. 7",,COCO-70777/8,,,,,TOC+SUBQ,Downsampled,(COCO-70777/8) [1992; 2005 reissue] - PE flag in disc TOC / track subcode,,,,,,,,,,,,,,
,I Solisti Italiani,"Vivaldi: 12 Concerti, Op. 9 'La Cetra'",,COCO-70834/5,,,,,TOC+SUBQ,Downsampled,(COCO-70834/5) [1993; 2006 reissue] - PE flag in disc TOC / track subcode,,,,,,,,,,,,,,
,I Solisti Italiani,"Vivaldi: 6 Concerti, Op. 12",,COCO-70897,,,,,TOC+SUBQ,Downsampled,(COCO-70897) [1994; 2007 reissue] - PE flag in disc TOC / track subcode,,,,,,,,,,,,,,
,Ingrid Haebler,Mozart: Complete Piano Sonatas,Denon,83689-83693,,,,,Unknown,drh,"5 CDs rec. 1986-1991. Discs 1,3,4,and 5 have PE, Disc 2 does not",,,,,,,,,,,,,,
,Ivan Moravec,"Chopin Preludes Op. 28, Ballade in F Minor",Supraphon,11 0630-2 011,,,,,Unknown,Downsampled,Supraphon 11 0630-2 011,,,,,,,,,,,,,,
,Ivan Moravec,"Schumann Concerto, Franck Symphonic Variations",Supraphon,11 0650-2 011,,,,,Unknown,Downsampled,Supraphon 11 0650-2 011,,,,,,,,,,,,,,
,"Jacksons, The",Triumph,,CDEPC 86112,JP,EU,,,TOC,,,,,,,,,,,,,,,,
,"Jacksons, The",Triumph,,EK36424,,,,32.8P-181,TOC,,,,,,,,,,,,,,,,
,Jacques Rouvier,"Debussy, Children's Corner & La plus que lente",Denon,C37-7372,JP,JP,Denon,C37-7372 1B3 5X,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Jacques van Oortmerssen,"Sweelinck, Organ Works",Denon,38C37-7024,JP,JP,Denon,7024 A-14,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Jamaaladeen Tacuma,Show Stopper,Gramavision,GRCD8301,JP,US,Sony,GRCD-8301 11A5,TOC,Blue Gecko,Neat Font Reverse--CSR-3X Hub,,,,,,,,,,,,,,
,James Newton Howard,James Newton Howard & Friends,Sheffield Lab,CD-23,JP,US,JVC,CD 23 2,SUBQ,Blue Gecko,,,,,,,,,,,,,,,
,James Tocco,"Bernstein, Complete Works for Solo Piano",Pro-Arte Digital,CDD 109,JP,US,Matsushita,IS CDD-109 2,SUBQ,Blue Gecko,Narrow Font Normal--Blank Hub,,,,,,,,,,,,,,
,Japan,Tin Drum,,32VD-1016,,,,,Unknown,Downsampled,32VD-1016 & VJCP-23056 (1991 Japanese reissue),,,,,,,,,,,,,,
,Japan,Tin Drum,,VJCP-23056,,,,,Unknown,Downsampled,,,,,,,,,,,,,,,
,Jean-Jacques Kantorow,"Beethoven, Violin Concerto in D major, Op. 61",Denon,33C37-7508,JP,JP,Denon,C37-7508 1A1 59,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Jean-Jacques Kantorow & Jacques Rouvier,"Franck & Ravel, Sonatas for Violin & Piano",Denon,38C37-7079,JP,JP,Denon,C37-7079 1B5 5Y 61,SUBQ,Blue Gecko,Slab Dot Matrix,,,,,,,,,,,,,,
,Jean-Joël Barbier,"Satie, Œuvres Pour Piano, Volume 1",Accord,149564.0,FR,EU,MPO,149564 01,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Jean-Michel Jarre,Zoolook,Polydor; PolyGram,823 763-2,WG,EU,PolyGram,823 763-2 02 ✳,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Jean-Pierre Rampal & Isaac Stern & Mstislav Rostropovich,"Haydn, London Trios & Divertissements",CBS Masterworks,MK 37786; DIDC 50042,JP,US,Sony,38DC-42-1 1A2,SUBQ,Blue Gecko,Crude Font Reverse--Blank Hub,,,,,,,,,,,,,,
,Jeff Beck,There And Back,,35·8P-5,,,,,Unknown,Downsampled,35·8P-5,,,,,,,,,,,,,,
,Jerzy Semkow,"Wagner, Overtures, Preludes & Selections",MMG; Essex,MWCD 7113,JP,US,Daio Kosan,70.0,TOC,Blue Gecko,,,,,,,,,,,,,,,
,Jethro Tull,Aqualung,Chrysalis,CCD 1044,WG,,,CCD 1044 2891438 01 AO,SUBQ,Downsampled,"CCD 1044; Chrysalis grey face; West Germany, 1984; CCD 1044 2891438 01 AO (SUBQ)",,,,,,,,,,,,,,
,Jethro Tull,Minstrel in the Gallery,,CDP 32 1082-2,,,,,Unknown,Downsampled,CDP 32 1082-2,,,,,,,,,,,,,,
,Jethro Tull,The Broadsword and the Beast,,CCD 1380,,,,,Unknown,Downsampled,CCD 1380,,,,,,,,,,,,,,
,Jethro Tull,This Was,Chrysalis,CCD-1041,UK,,Nimbus,CCD-1041 MASTERED BY NIMBUS,Unknown,Downsampled,"CDP 32 1041 2 / Chrysalis CCD-1041 - Matrix ""CCD-1041 MASTERED BY NIMBUS""",,,,,,,,,,,,,,
,Jethro Tull,Under Wraps,Chrysalis,610 203,WG,,,,Unknown,Downsampled,Chrysalis 610 203 made in West-Germany (1984),,,,,,,,,,,,,,
,Jo Jones,"Our Man, Papa Jo!",Denon,38C38-7047,JP,JP,Denon,7047 A-18,SUBQ,Blue Gecko,Large Stamped Font,,,,,,,,,,,,,,
,Joan Baez,"Joan Baez, Volume 1",Vanguard,VMD-2077,US,US,DADC,DIDX-066793 01 ◊ ◊◊ ◊◊◊◊◊◊◊◊,TOC,Blue Gecko,IFPI,,,,,,,,,,,,,,
,Joan Baez,"Joan Baez, Volume 2",Vanguard,VMD 2097-2,US,US,DADC,DIDX-066762 01 ◊ ◊◊ ◊◊◊◊◊◊◊◊,TOC,Blue Gecko,IFPI,,,,,,,,,,,,,,
,Joan Baez,Live Europe 83: Children of the Eighties,Ariola,610 186_880,JP,,,,Unknown,Downsampled,Ariola 610 186_880 - Made in Japan,,,,,,,,,,,,,,
,John Kay & Steppenwolf,Wolftracks,Nautilus,"NR53, DIDZ 10010",JP,US,Sony,DIDZ-10010 11,SUBQ,Blue Gecko,Neat Font Reverse--Sony Hub,,,,,,,,,,,,,,
,John Kozar,"American Piano Music, Volume 3: Emerson Whithorne",Preamble,PRCD 1786,,,,,Unknown,drh,1990.0,,,,,,,,,,,,,,
,John McLaughlin,Devotion,,,,,,,Unknown,Downsampled,CD made in Switzerland by I.C.M.,,,,,,,,,,,,,,
,"John McLaughlin, Al Di Meola, Paco De Lucia",Friday Night In San Francisco,,35DP-9,JP,JP,,35DP-9-2 1A2,Unknown,Downsampled,35DP-9 / matrix: 35DP-9-2 1A2 “Gold-Face” pressing,,,,,,,,,,,,,,
,John Williams,A Portrait of John Williams,CBS/Sony,38DC 68,,,,38DC-68 11A2,SUBQ,SimonSaysCake,"hub ""CSR COMPACT DISC"" x3",,,,,,,,,,,,,,
